ActivityName,SelectedModuleID,ModuleTypeName,Category,TaskType,NodeType,UsageCount,IsOrphaned
CustomWorkflow,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,636,0
ifElseBranchActivity1,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,359,0
ifElseBranchActivity2,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,355,0
ifElseActivity1,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,353,0
returnValue1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,299,0
exitWhile1,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,295,0
displayValue1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,254,0
ifElseBranchActivity3,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,230,0
ifElseBranchActivity4,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,229,0
ifElseActivity2,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,228,0
userGroup1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,227,0
whileSequenceActivity1,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,222,0
returnValue3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,221,0
returnValue5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,199,0
ifElseBranchActivity5,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,182,0
ifElseBranchActivity6,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,174,0
userGroup2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,174,0
ifElseActivity3,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,173,0
displayValue2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,166,0
memorySet1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,165,0
returnValue7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,158,0
returnValue9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,144,0
returnValue11,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,139,0
ifElseBranchActivity8,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,134,0
ifElseBranchActivity7,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,132,0
exitWhile2,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,131,0
userGroup3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,131,0
createMemoryTable1,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,130,0
ifElseActivity4,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,130,0
displayValue3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,122,0
sendEmail1,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,114,0
ifElseBranchActivity9,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,113,0
returnValue13,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,112,0
userGroup4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,112,0
returnValue15,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,111,0
whileActivity1,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,109,0
ifElseBranchActivity10,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,108,0
getRowsCount1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,106,0
ifElseActivity5,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,100,0
ifElseBranchActivity11,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,96,0
memorySet2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,96,0
returnValue2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,95,0
displayValue4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,95,0
userGroup5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,95,0
sequenceActivity1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,93,0
returnValue19,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,90,0
returnValue17,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,90,0
returnValue21,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,86,0
ifElseActivity6,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,86,0
whileSequenceActivity2,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,86,0
terminateWorkflow1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,85,0
ifElseBranchActivity12,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,85,0
userGroup6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,83,0
userGroup7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,77,0
returnValue23,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,76,0
multiMemorySet1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,75,0
displayValue5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,74,0
ifElseBranchActivity13,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,72,0
returnValue25,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,72,0
serverName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,67,0
ifElseActivity7,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,66,0
deleteMemoryTableRows1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,66,0
returnValue27,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,64,0
ifElseBranchActivity14,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,63,0
ifElseBranchActivity16,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,57,0
ifElseBranchActivity17,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,57,0
readXLS1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,57,0
userGroup8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,57,0
userGroup9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,57,0
returnValue6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,56,0
ifElseBranchActivity15,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,56,0
memorySet3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,56,0
ifElseActivity8,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,55,0
returnValue29,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,54,0
ifElseBranchActivity20,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,53,0
exitWhile3,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,53,0
wait1,NULL,INTERNAL,INTERNAL,WAIT,LEAF,53,0
continue1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,51,0
displayValue6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,50,0
ifElseActivity9,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,50,0
ifElseBranchActivity18,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,48,0
ifElseActivity10,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,48,0
sequenceActivity2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,48,0
returnValue4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,47,0
userGroup10,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,47,0
returnValue31,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,46,0
ifElseBranchActivity21,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,46,0
convertToHTMLTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,46,0
createMemoryTable2,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,45,0
ifElseBranchActivity19,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,45,0
memorySet4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,45,0
returnValue33,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,43,0
returnValue14,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,42,0
whileActivity2,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,41,0
userGroup11,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,40,0
startJsonSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,40,0
returnValue35,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,40,0
ifElseBranchActivity22,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,39,0
getRowsCount2,NULL,INTERNAL,INTERNAL,INPUT,LEAF,39,0
displayValue7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,39,0
returnValue37,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,38,0
returnValue10,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,38,0
runWorkflow1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,37,0
setCellValue1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,37,0
whileSequenceActivity3,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,37,0
returnValue41,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,36,0
ifElseActivity11,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,36,0
resultSetFilter1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,35,0
addMemoryTableRow1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,35,0
terminateWorkflow2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,35,0
userGroup12,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,34,0
replaceString1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,34,0
returnValue39,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,34,0
memoryTableUnion1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,33,0
displayMultiValue1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,32,0
userGroup14,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,31,0
memorySet5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,30,0
ifElseBranchActivity23,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,29,0
ifElseBranchActivity24,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,29,0
returnValue43,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,29,0
returnValue22,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,29,0
returnValue20,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,29,0
returnValue18,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,28,0
selfServiceResponse1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,28,0
displayValue8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,28,0
userGroup13,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,28,0
getDate1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,27,0
returnValue16,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,27,0
returnValue26,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,27,0
returnValue45,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,27,0
returnValue47,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,26,0
ifElseBranchActivity26,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,26,0
ifElseBranchActivity27,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,25,0
setCellValue2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,25,0
tsqlStatement1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,24,0
ifElseBranchActivity25,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,24,0
ifElseActivity12,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,24,0
memorySet6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
runWorkflow3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
folderList1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
exitWhile4,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,23,0
createMemoryTable3,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,23,0
contains1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
userGroup15,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
Vault,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
writeFile1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,23,0
returnValue8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,22,0
jsonToTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,22,0
ifElseActivity14,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,21,0
returnValue30,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,21,0
runWorkflow2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,21,0
sendEmail2,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,20,0
displayValue9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,20,0
convertToPlainText1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,19,0
returnValue24,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,19,0
ifElseActivity13,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,19,0
ifElseBranchActivity28,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,19,0
multiMemorySet2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,19,0
writeXLS1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,19,0
terminate1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
startXMLSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
setVars,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
myDateTime,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
returnValue49,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
returnValue12,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
ping1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,18,0
notes,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
readFile1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
returnValue51,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
CorrectvCenter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
deleteMemoryTableRows2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
terminateWorkflow3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
userGroup16,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,17,0
UserName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,16,0
displayValue10,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,16,0
returnValue53,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,16,0
replaceString2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,16,0
ifElseBranchActivity29,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,16,0
ifElseBranchActivity30,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,15,0
getRows1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,15,0
currDataRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,15,0
folderCreate1,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,15,0
setWFvariables,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,15,0
split1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
Variables,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
whileSequenceActivity4,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,14,0
functionCalculator1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
getCellValue1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,14,0
EmailError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
dateDifference1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
goTo1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
httpRequest1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
multiMemorySet3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
memorySet7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
memoryClean1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
returnValue28,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
returnValue32,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,14,0
returnValue38,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
returnValue36,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
returnValue55,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
ReceiveJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
ReassignTask,11,ServiceNow,BUSINESS,TRANSFORM,LEAF,13,0
memoryTableUnion2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
ifElseBranchActivity31,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,13,0
ifElseBranchActivity32,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,13,0
ifElseBranchActivity33,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,13,0
GetTaskNumber,NULL,INTERNAL,INTERNAL,INPUT,LEAF,13,0
deleteFile1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
dbPassDecrypted,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
displayValue11,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
displayValue13,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
excelWrite1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
continue2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
workflowCounter1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
vmPowerState1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
vmExists1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
userGroup17,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
userGroup18,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
snGetCatalogVariables1,11,ServiceNow,BUSINESS,INPUT,LEAF,13,0
TaskTable,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,13,0
setWfVars,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
setCellValue3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
createMemoryTable4,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,12,0
firstName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
newEvent1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
returnValue46,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
returnValue34,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,12,0
sendEmail3,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,12,0
returnValue42,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
returnValue50,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
returnValue57,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
runWorkflow5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
parallelActivity1,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,11,0
ifElseBranchActivity34,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,11,0
folderExist1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
getInstalledSoftware1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,11,0
FilePath,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
deleteMemoryTableColumns1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
serviceStatus1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
Success,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
TotalUsers,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,11,0
wait2,NULL,INTERNAL,INTERNAL,WAIT,LEAF,11,0
vCenterAppend,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
userGroup21,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
tsqlQuery1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,10,0
terminateFTPSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
snUpdateRecord1,11,ServiceNow,BUSINESS,OUTPUT,LEAF,10,0
displayValue16,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
displayValue12,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
currUserRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
currVcenterRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
fileName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
currBadge,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
CloseTask,11,ServiceNow,BUSINESS,TRANSFORM,LEAF,10,0
adListOU1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
adUserExists1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
ifElseActivity15,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,10,0
initVars,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
memorySet8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
multiMemorySet4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
lastName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
runWorkflow4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
runWorkflow8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
returnValue54,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
returnValue65,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
returnValue40,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
selfServiceResponse2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,10,0
returnValue62,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
returnValue63,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
returnValue56,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
returnValue60,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
powerShell1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
resolvedbPass,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
multiMemorySet5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
memorySet11,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
memorySet12,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
ifElseBranchActivity35,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,9,0
getRowsCount3,NULL,INTERNAL,INTERNAL,INPUT,LEAF,9,0
globalQualsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
CAToken,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
contains2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
exitWhile5,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,9,0
filterUserDetails,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
currUserListRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
currQual,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
currQualRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
currRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
diskSpace1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
deleteFolder1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
dataRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
startChildProcess,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
startFTPSession1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
TESTuserDetails,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
terminate2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
terminate3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
userJobsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
vmPowerCLI1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
vmName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
zipCompress1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,9,0
waitForAvailableChild,NULL,INTERNAL,INTERNAL,WAIT,LEAF,8,0
vmList1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
vcenterCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
userGroup19,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
tsqlStatement2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
today,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
sortTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
splitSubject,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
serviceStart1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
displayValue17,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
displayValue14,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
currServerRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
fileCopy1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
Environment,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
convertUserJobsToJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
cleanTable1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
createUserJobsTable,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,8,0
checkAvailChildWorkflows,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
attachmentList1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
addMemoryTableRow2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
goTocheckAvailChildWorkflows,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
ifElseBranchActivity36,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,8,0
memorySet10,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
memorySet9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
multiMemorySet6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
newChildProc,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
iterationDone,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
returnValue64,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
returnValue44,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
returnValue52,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
returnValue48,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,8,0
